catalogNumber	Title	bibliographicCitation	identifier	creator
2165380864	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380865	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380866	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380867	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380868	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380869	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380870	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380871	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380872	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380873	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380874	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380875	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380876	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380877	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380878	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380879	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380880	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380881	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380882	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380883	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380884	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380885	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380886	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380887	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380888	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380889	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380890	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380891	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380892	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380893	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380894	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380895	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165380900	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384400	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384401	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384402	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384403	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384404	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384405	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384406	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384407	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384408	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384409	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2165384410	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2200811365	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2200811366	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2200811367	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2200811368	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2200811369	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2200811370	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2200811371	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
2200811372	Seasonality of parasitic and saprotrophic zoosporic fungi: linking sequence data to ecological traits	ISME J 16, 2242–2254 (2022)	10.1038/s41396-022-01267-y	Van den Wyngaert,S. Ganzert,L. Kensuke,S. Rojas-Jimenez,K. Agha,R. Berger,S.A. Woodhouse,J. Padisak,J. Wurzbacher,C. Kagami,M. Grossart,H.-P.
669632911	Seaweed biodiversity in the south-western Antarctic Peninsula: surveying macroalgal community composition in the Adelaide Island/Marguerite Bay region over a 35-year time span	Polar Biology, 2014, 1607–1619	doi:10.1007/s00300-014-1547-1	Alexandra Mystikou, Akira F. Peters, Aldo O. Asensi, Kyle I. Fletcher, Paul Brickle, Pieter van West, Peter Convey, Frithjof C. Küpper
1933067145	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067146	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067147	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067148	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067149	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067150	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067151	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067152	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067153	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067154	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067155	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
